iter	Logloss
0	0.633143907
1	0.5847490561
2	0.5500889525
3	0.5185667242
4	0.4883230569
5	0.4624296486
6	0.4442819349
7	0.4320750729
8	0.4154813725
9	0.4014531131
10	0.3904780323
11	0.3803019267
12	0.3718218038
13	0.3640220138
14	0.3578182092
15	0.3465654604
16	0.3419006612
17	0.3372075601
18	0.3313075936
19	0.3254654432
20	0.3182426234
21	0.3111475594
22	0.305201064
23	0.3010012607
24	0.2954763258
25	0.291002366
26	0.2868444094
27	0.2835309534
28	0.2769321762
29	0.2730485015
30	0.267665975
31	0.2640476569
32	0.261157162
33	0.2568005485
34	0.2543318232
35	0.2484525082
36	0.2445264434
37	0.2420403063
38	0.2395757405
39	0.2358552721
40	0.2313849075
41	0.2297699845
42	0.226934463
43	0.2248102518
44	0.2196656369
45	0.2176502857
46	0.2120134391
47	0.2091242192
48	0.205729411
49	0.2044670913
50	0.2015439049
51	0.1983793162
52	0.1959749495
53	0.1943482374
54	0.191307015
55	0.1891637407
56	0.1866644769
57	0.1844075352
58	0.1821068028
59	0.1803180968
60	0.1783174818
61	0.17668684
62	0.1746565017
63	0.17194049
64	0.170609558
65	0.1670565809
66	0.1644750242
67	0.1631475515
68	0.1604846216
69	0.1589685148
70	0.1569065197
71	0.1558123602
72	0.1553423792
73	0.1538291569
74	0.1519113992
75	0.150249268
76	0.1494373542
77	0.1488074485
78	0.1475573045
79	0.1463363507
80	0.1439578926
81	0.1438546136
82	0.141256847
83	0.1386267652
84	0.1364130393
85	0.13438152
86	0.1316836829
87	0.1288007965
88	0.1270758429
89	0.1247532362
90	0.1221537556
91	0.1214434172
92	0.1200967248
93	0.1182995011
94	0.1168387022
95	0.1146001859
96	0.1137871643
97	0.1136873029
98	0.113518662
99	0.1114330367
100	0.1096919046
101	0.1084261465
102	0.1070518628
103	0.1051194525
104	0.1031366254
105	0.1024378671
106	0.1014089127
107	0.09989039175
108	0.0989000547
109	0.09811153078
110	0.09667645236
111	0.09485960119
112	0.0947631991
113	0.09304093151
114	0.0924181849
115	0.09150160213
116	0.09018766384
117	0.08916657929
118	0.08673573964
119	0.08505525604
120	0.08348426991
121	0.08225155853
122	0.08116207595
123	0.08019622089
124	0.0795422617
125	0.07916871406
126	0.0778060992
127	0.0769272349
128	0.07621155078
129	0.07500534894
130	0.07458623919
131	0.07320986529
132	0.07178960148
133	0.07108125935
134	0.07049968011
135	0.06926226568
136	0.06920676968
137	0.06808124083
138	0.06757486859
139	0.06693933491
140	0.06592350733
141	0.06547263631
142	0.06459339055
143	0.06306220267
144	0.06277939256
145	0.06222319412
146	0.06124250877
147	0.06095094053
148	0.05990339871
149	0.05950698903
150	0.05893396934
151	0.05800032495
152	0.05768276452
153	0.05723746401
154	0.05711089969
155	0.05659926004
156	0.05621019233
157	0.0556942311
158	0.05491123065
159	0.05440316532
160	0.05389236176
161	0.05316611668
162	0.0525593918
163	0.05225994334
164	0.05203106154
165	0.05102015648
166	0.05079483332
167	0.05067502572
168	0.05017462113
169	0.04949046836
170	0.0489283493
171	0.04813032521
172	0.04781273343
173	0.04704676847
174	0.04669243541
175	0.04599884518
176	0.04553035863
177	0.04517281182
178	0.04427283605
179	0.04384372971
180	0.04336528053
181	0.0429558042
182	0.04250573793
183	0.04212460271
184	0.04191003386
185	0.04130577285
186	0.04107456304
187	0.04066520429
188	0.04032938818
189	0.0397853419
190	0.03943850237
191	0.03895631949
192	0.03854557856
193	0.03809509163
194	0.03791479757
195	0.03756915209
196	0.03744318088
197	0.03691758362
198	0.0363483943
199	0.03587692654
200	0.03534694499
201	0.03510779747
202	0.03473896857
203	0.03463765702
204	0.03434232895
205	0.03413613676
206	0.03371348928
207	0.03365605719
208	0.03359168027
209	0.03354031773
210	0.03322901497
211	0.03295603684
212	0.03256992684
213	0.0322309205
214	0.03221118859
215	0.03209871774
216	0.03182668023
217	0.03165132176
218	0.03148408128
219	0.03122602228
220	0.03097039841
221	0.03065534105
222	0.03051243625
223	0.0303169252
224	0.02986238059
225	0.02970672267
226	0.02958678182
227	0.02935353664
228	0.02915750042
229	0.02906514557
230	0.02890546655
231	0.02882642656
232	0.02840540685
233	0.02796109921
234	0.02756288668
235	0.02735059098
236	0.02712616402
237	0.02688151916
238	0.02652481367
239	0.02640252129
240	0.02614991783
241	0.02588210261
242	0.02569201837
243	0.02547774999
244	0.02516843297
245	0.02483763083
246	0.02477953771
247	0.0244918103
248	0.02434660622
249	0.0242805362
250	0.02402420165
251	0.02398043192
252	0.02397069661
253	0.02387291235
254	0.02371048727
255	0.02370266975
256	0.02370261227
257	0.02354876503
258	0.0234483758
259	0.02333221568
260	0.023197907
261	0.02297504511
262	0.02285783464
263	0.02285049527
264	0.02258105488
265	0.02241756639
266	0.0224174671
267	0.02241092464
268	0.02217639918
269	0.02199491368
270	0.02191486776
271	0.02170731168
272	0.02143288215
273	0.02143283512
274	0.02138970684
275	0.02136105611
276	0.02131342336
277	0.02124216038
278	0.02121633279
279	0.02099972335
280	0.02084364085
281	0.02067002643
282	0.02066490141
283	0.02051294062
284	0.02029977485
285	0.02019401892
286	0.02018963202
287	0.02007712982
288	0.01993857272
289	0.01985048197
290	0.01961315689
291	0.01942207717
292	0.01930563748
293	0.01907581115
294	0.01889637801
295	0.01874409454
296	0.01864380198
297	0.01849795124
298	0.01834347039
299	0.01825331553
